,file,label,block_1_mean,block_2_mean,block_3_mean,block_4_mean,block_5_mean,block_6_mean,block_7_mean,block_8_mean,block_9_mean,block_10_mean,block_11_mean,block_12_mean,block_13_mean,block_14_mean,block_15_mean,block_16_mean,block_17_mean,block_18_mean,block_19_mean,block_20_mean,block_21_mean,block_22_mean,block_23_mean,block_24_mean,block_25_mean,block_26_mean,block_27_mean,block_28_mean,block_29_mean,block_30_mean,block_31_mean,block_32_mean,block_33_mean,block_34_mean,block_35_mean,block_36_mean,block_37_mean,block_38_mean,block_39_mean,block_40_mean,block_41_mean,block_42_mean,block_43_mean,block_44_mean,block_45_mean,block_46_mean,block_47_mean,block_48_mean,block_49_mean,block_50_mean,block_51_mean,block_52_mean,block_53_mean,block_54_mean,block_55_mean,block_56_mean,block_57_mean,block_58_mean,block_59_mean,block_60_mean,block_61_mean,block_62_mean,block_63_mean,block_64_mean,centered_block_1_mean,centered_block_2_mean,centered_block_3_mean,centered_block_4_mean,centered_block_5_mean,centered_block_6_mean,centered_block_7_mean,centered_block_8_mean,centered_block_9_mean,centered_block_10_mean
16,I007_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049399,0.0,0.0,13.490391,16.173421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046403,0.0,0.0,26.292671,25.941257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.355035,8.487042,0.0,0.0,31.246831,22.481145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.835644,12.358243,0.0,0.0,3.387307,0.004156,0.0,0.0,0.0,0.0,0.0,57.6344375,57.011771484375,33.597695601851854,21.304820068359376,14.356298,10.891790943287036,8.195886798469388,5.497709503173828,3.861217099622771,2.814827265625
17,I007_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.675609,13.346888,0.0,0.0,0.343145,7.586636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.720966,20.209889,0.0,0.0,1.811217,13.675705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.18890625,57.431294921875,25.276833333333332,14.52152490234375,8.546256875,4.945750506365741,3.1145251002186587,2.0864884948730467,1.465407557441701,1.068282109375
18,I007_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.809053,12.070794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.25144,29.173499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.132253,10.967259,0.0,0.0,20.584158,25.027628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.197488,14.975352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.508890625,69.61749609375,36.409982060185186,23.0362939453125,15.767029625,12.269123046875,8.436084365889213,5.6515174560546875,3.969241340877915,2.8935769375
19,I007_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.848418,11.213492,0.0,0.0,11.769419,20.507216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.473622,2.527559,0.0,0.0,16.9905,25.546109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.26459375,111.71154296875,59.65255439814815,30.00864794921875,15.734541875,9.105637659143518,5.734162490889213,3.841440887451172,2.6979667138203016,1.966817734375
20,I007_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.000656,41.645944,0.0,0.0,29.64589,31.694261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.542711,43.204351,0.0,0.0,24.559923,35.428693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1031.623921875,582.869765625,172.87177604166666,72.93028051757813,37.340303625,21.608972005208333,13.607982370626821,9.116285064697266,6.402658371913581,4.667537953125
21,I007_12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.647766,41.555039,0.0,0.0,26.093051,34.239044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.324175,38.871877,0.0,0.0,27.827121,34.363035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017.8341875,570.1584140625,168.9358263888889,71.2698017578125,36.4901385,21.116978298611112,13.298155430029155,8.908725219726563,6.256882458847737,4.5612673125
22,I007_13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.516455,18.579564,0.0,0.0,6.500092,0.11342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.831685,20.960347,0.0,0.0,8.351364,0.123541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,442.02584375,107.738619140625,41.65304861111111,17.5723798828125,8.9970585,5.206631076388889,3.278811406705539,2.1965474853515623,1.5427055041152264,1.1246323125
23,I008_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.169809,16.382416,0.0,0.0,12.268175,12.107962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.259705,14.389757,0.0,0.0,15.951407,16.141481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.495859375,201.6483828125,70.98999537037037,29.948904296875,15.333839,8.873749421296296,5.588133746355685,3.743613037109375,2.629259087791495,1.916729875
24,I008_2,0.0,0.0,0.0,0.0,0.0,0.0,4.750595,6.125807,0.0,0.0,3.866205,5.348121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.340816,101.254026,0.0,0.0,74.972966,88.887768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.37074,83.166427,0.0,0.0,84.146965,77.445286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.245884,4.514462,0.0,0.0,5.717475,3.863039,0.0,0.0,0.0,0.0,0.0,1205.474859375,466.24080078125,237.50927430555555,140.82123022460937,88.94812425,54.47168561921296,34.30286907798834,22.98024237060547,16.139758701989027,11.76588409375
25,I008_3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.071642,33.829188,0.0,0.0,8.10939,9.183021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.575388,36.228907,0.0,0.0,30.177723,22.798694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,877.783171875,265.373796875,107.79232407407407,52.48387524414063,26.871744125,15.550777850115741,9.792909666545189,6.560484405517578,4.6076378815157755,3.358968015625
26,I008_4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.402439,24.425986,0.0,0.0,19.517974,24.347053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.750576,17.882576,0.0,0.0,25.075382,18.994587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,995.169359375,333.72363671875,101.50264641203704,42.821428955078126,21.924571625,12.68783080150463,7.990004236516035,5.352678619384766,3.7593572745198904,2.740571453125
27,I008_5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.975636,96.747342,0.0,0.0,113.368475,73.768184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.889782,110.348313,0.0,0.0,102.47606,76.39963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1553.609640625,893.6226328125,396.5767719907407,182.12241748046876,93.24667775,53.96219777199074,33.98202541909621,22.765302185058594,15.988799339849109,11.65583471875
28,I008_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.276744,26.339792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.541566,2.548154,0.0,0.0,133.200414,139.184428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.809963,13.613689,0.0,0.0,128.389189,128.681376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.734369,1.695527,0.0,0.0,55.863792,80.424243,0.0,0.0,0.0,0.0,0.0,411.288234375,328.122044921875,205.4654375,123.80294409179687,79.121097375,52.63852546296296,36.84378653425656,25.827125427246095,18.13921566358025,13.22348821875
29,I008_7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.965367,8.776224,0.0,0.0,4.136615,4.434083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.712853,10.39878,0.0,0.0,2.0854,4.972154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.57925,70.302,29.920213541666666,12.8128603515625,6.5601845,3.7964030671296296,2.3907377915451895,1.6016075439453126,1.1248601680384087,0.8200230625
30,I008_8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.840551,27.660411,0.0,0.0,44.223869,63.936314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.240656,17.766165,0.0,0.0,54.98611,85.30089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,358.461890625,169.308052734375,112.72080324074074,79.68480249023438,42.99437075,24.881001591435187,15.668502459912537,10.49667254638672,7.372148619684499,5.37429634375
31,I008_9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.15543,5.350766,0.0,0.0,3.640776,3.865126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93372,7.388364,0.0,0.0,5.565478,9.305516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,257.927203125,66.203525390625,25.484052083333335,10.792279296875,5.525647,3.197712384259259,2.013719752186589,1.349034912109375,0.9474703360768175,0.690705875
32,I008_10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.551377,2.177726,0.0,0.0,14.833028,9.905067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.237037,2.771802,0.0,0.0,9.015563,8.694402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,371.693515625,99.90623046875,31.357640046296297,13.22900439453125,6.77325025,3.919705005787037,2.468385659620991,1.6536255493164063,1.1613940757887518,0.84665628125
33,I008_11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.276141,2.573911,0.0,0.0,15.071489,11.156276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.723754,1.830742,0.0,0.0,7.178179,9.019307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,329.610796875,89.1515,30.572800347222223,12.897900146484375,6.603724875,3.821600043402778,2.4066052751457727,1.6122375183105468,1.1323259387860083,0.825465609375
34,I009_1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.460036,16.234336,0.0,0.0,12.355329,12.444692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.184102,14.677492,0.0,0.0,15.78186,16.219962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491.82378125,201.1868984375,70.80891724537037,29.872511962890623,15.294726125,8.851114655671296,5.573879783163266,3.734063995361328,2.622552490569273,1.911840765625
35,I009_2,0.0,0.0,0.0,0.0,0.0,0.0,6.093846,5.946339,0.0,0.0,5.391711,5.506162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.223939,93.221303,0.0,0.0,82.658073,82.968343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.342573,91.07658,0.0,0.0,78.792727,83.895223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.891275,4.972879,0.0,0.0,4.696866,4.234015,0.0,0.0,0.0,0.0,0.0,1202.344578125,461.717189453125,236.14513888888888,140.298091796875,88.772345125,54.464109809027775,34.29809830539359,22.977046325683595,16.13751401748971,11.76424771875
