,file,label,x,y,z,xyz,xcom,ycom,zcom,max,xmax,ymax,zmax,mean,median,std,variance,skew,kurtosis,entropy,hist000-100,hist100-200,hist200-300,hist300-400,hist400-500,hist500-600,hist600-700,hist700-800,hist800-900,hist900-1000,hist1000-1100,hist1100-1200,hist1200-1300,hist1300-1400,hist1400-1500,hist1500-1600,hist1600-1700,hist1700-1800,hist1800-1900,hist1900-2000,hist2000-2100,hist2100-2200,hist2200-2300,hist2300-2400,hist2400-2500,hist2500-2600,hist2600-2700
10,I007_1,2.0,228.0,109.0,211.0,5243772.0,47.10292715236444,67.88374175225054,98.29626199843882,1797.0,23.0,56.0,195.0,119.96180592901446,0.0,358.75386753308453,128704.33746994597,2.701391821293967,5.394968998613708,0.4783691879273816,0.8972729935626492,0.0,0.0,0.0002654577658982885,0.0014541059374816449,0.0013816390186301005,0.0014745110962108956,0.0016278358403073207,0.0019737700266144295,0.0024068552179614218,0.003619150489380545,0.027567750848053654,0.054270475527921504,0.005990153652752256,0.0006262667408117667,5.282456979441516e-05,1.3349169262126576e-05,2.860536270455695e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,I007_2,1.0,73.0,52.0,98.0,372008.0,34.86339585139083,21.67187754362927,54.02200782774266,1526.0,11.0,3.0,95.0,611.9713151330079,998.0,544.8539266966948,296865.80143680726,-0.19016954670097053,-1.9076900325892256,1.336474884507716,0.4333159501946195,0.0,0.0,0.0013978194017332962,0.007397690372250059,0.0069783445517300705,0.006929958495516225,0.008343906582654137,0.012319627534891723,0.023765617943700135,0.08425625255370853,0.3900050536547601,0.02311509429904733,0.002064471731790714,0.0001048364551299972,5.376228468204985e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,I007_3,0.0,244.0,30.0,207.0,1515240.0,130.82354259273694,15.382256972757116,113.83794870743031,1558.0,22.0,18.0,205.0,426.33381510519786,0.0,549.374474006926,301812.31269038667,0.5708036242895321,-1.599315963376957,1.2583809031899718,0.6126277025421716,0.0,0.0,0.0015806076925107574,0.008145244317731844,0.008788706739526411,0.009832765766479238,0.011478049681898576,0.012871228320266097,0.01747115968427444,0.019508460705894775,0.1913993822760751,0.10380203796098308,0.002402259708033051,9.17346426968665e-05,6.599614582508382e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,I007_4,1.0,85.0,55.0,103.0,481525.0,35.02077443259965,22.995613405337345,53.00569768197581,2467.0,78.0,19.0,28.0,398.2710430403406,0.0,522.1838384140722,272675.9611008538,0.5874936996452672,-1.5788475632986727,1.1221710495595634,0.6257307512590208,0.0,0.0,0.001133897513109392,0.005627952858107055,0.005339286641399719,0.005218835989823997,0.005409895644047557,0.0061305228181299,0.008940345776439438,0.19237422771403354,0.13561912673277607,0.007046363117179794,0.0007351643216863092,9.345309173978505e-05,6.230206115985671e-05,6.230206115985671e-05,6.437879653185192e-05,5.399511967187581e-05,4.568817818389492e-05,3.3227765951923576e-05,6.0225325787861485e-05,7.891594413581849e-05,7.476247339182804e-05,6.437879653185192e-05,0.0,0.0
14,I007_5,1.0,135.0,54.0,53.0,386370.0,64.60294066905146,24.024108268568284,26.171167445935954,1543.0,52.0,42.0,25.0,505.569376504387,0.0,533.3122134834887,284421.91705065814,0.14865490150806313,-1.9217893492633282,1.2802974709460677,0.5179698216735253,0.0,0.0,0.0013380956078370475,0.008189041592256127,0.00816574785827057,0.007961280637730673,0.007578228123301499,0.008080337500323524,0.013665657271527293,0.3062530734787898,0.10212231798535083,0.01568444755027564,0.002691720371664467,0.00027693661516163266,2.3293733985557885e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,I007_6,0.0,152.0,35.0,74.0,393680.0,90.10891318994454,20.650485570182628,17.53154665413781,1451.0,149.0,19.0,48.0,162.2644305019305,0.0,413.03535072532435,170598.2009487917,2.158503103953664,2.6761066749181257,0.5249711342393081,0.866053647632595,0.0,0.0,0.0,0.0,0.0,2.5401341190814875e-05,4.3182280024385286e-05,0.00016764885185937818,0.0004470636049583418,0.002194675878886405,0.05628683194472668,0.06685633001422475,0.0078896565738671,3.556187766714083e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,I007_7,0.0,284.0,106.0,67.0,2016968.0,146.5620379625315,66.4073166956376,31.792997577643323,1843.0,164.0,78.0,29.0,89.31670953629408,0.0,328.2025873778624,107716.9383615234,3.4147578476116607,9.710163928177794,0.32714124679225365,0.9308466966258265,0.0,0.0,0.0,0.0,0.0,1.487381059094641e-06,2.3302303259149378e-05,4.561301914556899e-05,6.742794134562373e-05,0.00046108812831933873,0.003527076284799759,0.03729260950099357,0.023857096394191677,0.003145810939985166,0.0005989187731287755,0.00010808302362754392,2.2310715886419618e-05,2.4789684318244018e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,I007_8,0.0,188.0,21.0,59.0,232932.0,116.3143180300206,8.861822182240456,40.366970335185485,1505.0,21.0,8.0,53.0,293.51937475314685,0.0,513.7929958327236,263983.24256676517,1.1960593866146,-0.538938571147511,0.8627396305256083,0.7520048769597995,0.0,0.0,0.00013308605086463003,0.0006053268765133172,0.0008672058798275892,0.0010303436195971357,0.0016957738739202858,0.0026960658046125048,0.004507753335737469,0.009238747789054317,0.1170470351862346,0.09781395428708808,0.01178026205072725,0.0005752751876084007,4.293098414988065e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,I007_9,0.0,271.0,140.0,71.0,2693740.0,141.007450321381,86.22584040717251,34.94112519385879,1864.0,91.0,102.0,34.0,68.7478836116329,0.0,293.9164198138896,86386.86183621461,4.058043241226051,14.539420577347407,0.2645892286446673,0.9479140525811697,0.0,0.0,8.909545835901015e-06,4.603265348548858e-05,4.232034272052982e-05,3.341079688462881e-05,3.1554641502149425e-05,5.0858657479934964e-05,7.4617446375671e-05,0.00025280836309369127,0.0013620468196633676,0.015909479014307247,0.028770037197353864,0.004520109587413781,0.0007008842724242132,0.00022793588096846763,5.011619532694321e-05,4.826003994446383e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,I007_10,0.0,178.0,32.0,115.0,655040.0,84.49836304814562,16.773953579121923,55.27499807648515,2469.0,28.0,20.0,65.0,192.16587536638983,0.0,412.77704715351155,170384.89065677227,2.506151887788913,6.562004661009537,1.1323287719164843,0.7696323888617489,0.0,0.0,0.01077033463605276,0.04981833170493405,0.033900219833903275,0.02529463849535906,0.019127076209086467,0.016924157303370786,0.014173180263800683,0.010593246213971666,0.008225451880801173,0.00715528822667318,0.005909562774792379,0.005112664875427455,0.00420585002442599,0.0035142892037127505,0.003053248656570591,0.0027112848070346847,0.002329628724963361,0.0019021739130434783,0.0018121030776746458,0.0015708964338055692,0.0013922813873961896,0.0008717024914509038,0.0,0.0
20,I007_11,0.0,80.0,71.0,81.0,460080.0,39.08271670487789,31.24230181591085,40.69131809985383,2462.0,10.0,10.0,51.0,649.2836658841941,988.0,516.3972260021461,266666.09502271155,-0.3141827641268988,-1.4782373303592915,1.5295960620634783,0.3717853416797079,0.0,0.0,0.0015171274560945923,0.008105112154407929,0.008163797600417319,0.008237697791688403,0.009072335246044167,0.014369240132150931,0.09637019648756738,0.3881737958615893,0.06165884194053208,0.017509998261171972,0.004883933229003651,0.0018735872022256999,0.001354112328290732,0.0010280820726830116,0.0008737610850286907,0.0009194053208137715,0.0009541818814119284,0.0012932533472439576,0.0011758824552251781,0.00046731003303773257,0.00014997391757955137,6.303251608415928e-05,0.0,0.0
21,I007_12,0.0,74.0,71.0,80.0,420320.0,36.60209773525524,31.69808316841549,40.22440033353121,2469.0,29.0,60.0,8.0,694.521098210887,973.0,489.721987086302,239827.6246357562,-0.5141299997940417,-1.1282844668377683,1.6879866754619566,0.31388941758660066,0.0,0.0,0.0016535020936429387,0.007905881233346021,0.007927293490673773,0.0099543205177008,0.017020365435858394,0.04701417967263038,0.15063523030072326,0.3498548724781119,0.06654929577464788,0.015259802055576704,0.0038756185763228015,0.001303768557289684,0.0007399124476589265,0.0006780548153787591,0.0006732965359725924,0.0007232584697373429,0.0007446707270650933,0.0009064522268747621,0.0011419870574800152,0.0010039969547011801,0.0004092120289303388,0.0001356109630757518,0.0,0.0
22,I007_13,0.0,38.0,50.0,108.0,205200.0,20.061339492235156,18.099284505041286,55.8605593983856,2468.0,34.0,31.0,5.0,350.76251461988306,0.0,580.9381693456228,337489.15660264355,1.1412344427705652,-0.4979632691132143,1.0605683903008527,0.722051656920078,0.0,0.0,0.0010623781676413256,0.005589668615984406,0.005073099415204678,0.004585769980506822,0.004522417153996101,0.00482943469785575,0.006505847953216374,0.00797270955165692,0.010891812865497076,0.029171539961013647,0.1613888888888889,0.0227729044834308,0.0061695906432748535,0.0016228070175438596,0.0011111111111111111,0.0010380116959064327,0.000804093567251462,0.0007066276803118908,0.0006286549707602339,0.0005409356725146199,0.0005847953216374269,0.0003752436647173489,0.0,0.0
23,I008_1,0.0,113.0,43.0,71.0,344989.0,57.03420166013221,20.25139285895724,34.700093001824264,1140.0,68.0,37.0,1.0,355.57861844870416,535.0,295.2449543965548,87169.58309662374,-0.3187109827465716,-1.7909206401015008,1.3052288173723228,0.40109394792297726,0.0,0.0,0.003718959155219442,0.033911226155036826,0.2772957978370325,0.25790387519602076,0.025548640681297086,0.0004000127540298386,8.98579374994565e-05,2.8986431451437582e-05,8.695929435431275e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,I008_2,0.0,224.0,44.0,77.0,758912.0,111.6453506743627,19.94635972969849,37.98073915987152,2437.0,36.0,37.0,72.0,992.2317501897453,1525.0,817.7496826171017,668714.5434203706,-0.26990321011157065,-1.7856430879029408,2.041337158074341,0.37493806923595885,0.0,0.0,0.002859356552538371,0.014570859335469725,0.01017113973688649,0.009283026227019733,0.008866640664530275,0.007994339264631473,0.0070890959689660984,0.006498777196829145,0.006166722887502109,0.006518542334289087,0.005142888767077079,0.021313406560971495,0.10554583403609377,0.14046819657615112,0.12971069109461966,0.09104612919547984,0.04018515980772474,0.009677011300387924,0.0015877993759487266,0.0003439133918030022,1.9765137459942654e-05,2.6353516613256872e-06,0.0,0.0
25,I008_3,1.0,156.0,55.0,47.0,403260.0,90.57785262012649,21.303860993801422,22.455751027660547,1285.0,92.0,2.0,40.0,533.0901973912612,615.0,524.9262749835974,275547.5941681553,-0.0058412471548902846,-1.969975688538195,1.0249854531257325,0.48667113028815157,0.0,0.0,0.0010911074740861974,0.00590685909834846,0.005482815057283142,0.00540346178644051,0.00582998561721966,0.009217378366314536,0.01540197391261221,0.4439989088925259,0.020842632544760206,0.00015374696225760055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,I008_4,0.0,88.0,66.0,50.0,290400.0,42.97982071177639,32.54539679632167,24.18990847671807,2136.0,48.0,39.0,2.0,603.9826893939394,988.0,515.0697328487662,265296.82969689934,-0.26663632866441644,-1.8300549177053878,1.3289063902607101,0.41204889807162537,0.0,0.0,0.001349862258953168,0.007021349862258953,0.007978650137741046,0.008867079889807162,0.010213498622589532,0.01465909090909091,0.05284779614325069,0.40700068870523415,0.07646005509641873,0.00023760330578512397,7.575757575757576e-05,6.542699724517906e-05,7.920110192837465e-05,7.920110192837465e-05,8.264462809917356e-05,7.231404958677686e-05,0.0006955922865013774,0.00015151515151515152,1.3774104683195593e-05,0.0,0.0,0.0,0.0,0.0
27,I008_5,0.0,78.0,139.0,55.0,596310.0,38.966171989167734,68.2509411012233,26.87067429595367,2469.0,1.0,92.0,18.0,1250.9825795307809,2062.0,1069.6140086337878,1144074.1274656404,-0.2828611583787727,-1.8802465746576698,1.6677322561139905,0.41432476396505175,0.0,0.0,0.0002079455316865389,0.0013583538763394878,0.0017658600392413343,0.002158273381294964,0.0022739850077979572,0.0018279083027284465,0.0014405259009575555,0.0013382301152085325,0.0012963056128523754,0.0014103402592611225,0.0015394677265180862,0.0015746843084972581,0.0015008971843504218,0.0017457362781103788,0.002153242441012225,0.004277976220422264,0.016605456893226678,0.09150777280273684,0.22072579698478978,0.16321376465261359,0.05234022572152069,0.013412486793781759,0.0,0.0
28,I008_6,0.0,317.0,80.0,152.0,3854720.0,178.63738789559127,49.4424475006681,73.19928253353291,2469.0,74.0,45.0,47.0,219.54986250622613,0.0,417.517388929561,174320.7700585583,2.0712142171773977,4.175188501139728,1.2567653820399147,0.7315319919475345,0.0,0.0,0.008000321683546405,0.05151217209032044,0.04442942678067408,0.03373293001826332,0.025039432176656152,0.020230782002324425,0.01654076041839615,0.013781805163539764,0.011619780425037357,0.009622229370745475,0.007878133820355305,0.006056989872156733,0.004705400132824174,0.003666933006807239,0.0028632429852233107,0.0022546384692013945,0.0018172526149759255,0.0014107380043167856,0.0011443113896729205,0.0009287315291383032,0.0007746347335215009,0.00045736136476838785,0.0,0.0
29,I008_7,0.0,30.0,32.0,126.0,120960.0,13.885662476413582,12.585553386493931,66.83556621006619,2469.0,8.0,5.0,51.0,433.87463624338625,0.0,583.6524975290447,340650.2378718915,1.3510293138629583,1.1522793231523512,1.948917146580645,0.5387566137566138,0.0,0.0,0.011954365079365079,0.0755869708994709,0.06809689153439154,0.04859457671957672,0.03993055555555555,0.031200396825396826,0.02580191798941799,0.022395833333333334,0.019618055555555555,0.016765873015873015,0.014947089947089947,0.01277281746031746,0.011747685185185186,0.01066468253968254,0.00916005291005291,0.008019179894179895,0.00732473544973545,0.006539351851851852,0.006241732804232804,0.005481150793650793,0.005067791005291005,0.0033316798941798943,0.0,0.0
30,I008_8,0.0,175.0,26.0,170.0,773500.0,92.51048296828486,14.767175203395668,91.3975474713745,2469.0,4.0,11.0,119.0,444.6735177763413,0.0,660.4380481990006,436178.4155089054,1.0867465164089702,-0.32853637192536844,1.6609154258826353,0.6476005171299289,0.0,0.0,0.0029360051712992888,0.01747640594699418,0.017164835164835166,0.015581124757595346,0.014778280542986426,0.014096961861667744,0.015594053005817711,0.01979056237879767,0.027679379444085328,0.03478862314156432,0.03479120879120879,0.03035164835164835,0.025547511312217195,0.021971557853910795,0.017905623787976728,0.01400387847446671,0.010294764059469943,0.006914027149321267,0.004568842921784098,0.0030252100840336134,0.0020542986425339366,0.0010846800258564964,0.0,0.0
31,I008_9,0.0,31.0,33.0,126.0,128898.0,17.162639981345173,16.96697474974424,69.18774222276595,2466.0,0.0,29.0,44.0,342.946950301789,0.0,443.8717429803399,197022.12421640492,0.8098671792911163,-0.7520331990682743,1.64164141777561,0.5888997501900728,0.0,0.0,0.005880618783844591,0.037246504988440475,0.04502009340719018,0.051389470744309454,0.05655634687892752,0.05468665146084501,0.050962776769228384,0.041769461124299835,0.03104780524135363,0.018068550326614842,0.009395025524057783,0.00463156914769818,0.0023894862604540022,0.001086130118388183,0.00044996819190367576,0.00020170987912923396,6.982265046781176e-05,3.879036137100653e-05,3.103228909680523e-05,7.758072274201306e-05,5.430650591940915e-05,4.654843364520784e-05,0.0,0.0
32,I008_10,0.0,99.0,49.0,45.0,218295.0,46.17686291009254,33.23803789768435,20.363739199655292,2468.0,35.0,46.0,4.0,248.22374309993359,0.0,404.6691173048471,163757.0945002841,1.8853652182257774,4.232105719496564,1.415417767306478,0.6618108522870427,0.0,0.0,0.0107377631187155,0.07304793971460638,0.07108270917794728,0.05154950869236583,0.036578941340846105,0.025763301953778146,0.017948189376760806,0.012808355665498523,0.009230628278247326,0.005662062804919947,0.004154927964451774,0.003124212648022172,0.0024508119746214983,0.0023271261366499462,0.001896516182230468,0.0017270207746398222,0.0016766302480588195,0.00160333493666827,0.0014933919695824457,0.0013559632607251656,0.0011589821113630638,0.0008108293822579537,0.0,0.0
33,I008_11,0.0,103.0,50.0,48.0,247200.0,43.65409605287349,34.3696644956003,22.23018198498162,2469.0,42.0,47.0,32.0,213.7127791262136,0.0,382.7283295598814,146480.97424769716,2.0794569395680758,5.0329831751080825,1.2739683191424946,0.7062378640776699,0.0,0.0,0.009029126213592233,0.06895226537216828,0.06307038834951456,0.04129449838187702,0.029073624595469257,0.02201860841423948,0.015578478964401295,0.011035598705501618,0.007690129449838188,0.005586569579288026,0.0037135922330097087,0.0027386731391585762,0.002006472491909385,0.0017071197411003237,0.0018932038834951457,0.0019660194174757283,0.0017880258899676375,0.0015088996763754044,0.0010315533980582525,0.0008252427184466019,0.0008050161812297735,0.00044902912621359224,0.0,0.0
34,I009_1,0.0,113.0,42.0,72.0,341712.0,57.2227545607653,19.382346859447278,34.97065262095368,1169.0,67.0,36.0,1.0,358.07290642412323,533.0,293.48916708614814,86135.89119692099,-0.3423172102643765,-1.7689420048581195,1.3238035302034317,0.39459837523996816,0.0,0.0,0.003622933932668446,0.038424170061338206,0.28592791590579203,0.24768518518518517,0.029214660298731095,0.0003892166502785972,7.023458350891979e-05,5.2675937631689846e-05,1.4632204897691624e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,I009_2,0.0,225.0,44.0,72.0,712800.0,111.75146297802877,20.13815442464796,35.07203165113137,2376.0,50.0,36.0,69.0,1056.2736447811449,1549.0,798.9264381642222,638283.4535977707,-0.42664868710418863,-1.6537336421483984,2.1173368649699817,0.3309652076318743,0.0,0.0,0.0036658249158249157,0.016446408529741864,0.012860549943883278,0.010030864197530864,0.008167789001122335,0.007668350168350168,0.008114478114478114,0.0080331088664422,0.0070566778900112235,0.006192480359147026,0.005970819304152638,0.025398428731762065,0.11622053872053872,0.1479138608305275,0.13667087542087542,0.09863776655443322,0.03828843995510662,0.009847081930415265,0.001510942760942761,0.0002988215488215488,4.068462401795735e-05,0.0,0.0,0.0
36,I009_3,1.0,155.0,55.0,47.0,400675.0,90.39525249500223,20.989079159464875,22.51399203659391,1376.0,132.0,32.0,40.0,536.4464715792101,664.0,524.9286039981407,275550.0392954369,-0.016682636346004993,-1.9675613023714962,1.0392506507834032,0.4831821301553628,0.0,0.0,0.0010906595120733762,0.0061645972421538655,0.005997379422224995,0.005712859549510202,0.006331815062082735,0.009860859799089038,0.015104511137455544,0.44386098458850687,0.022434641542397205,0.00025706620078617335,2.4957883571473138e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,I009_4,0.0,89.0,66.0,50.0,293700.0,43.58583029539204,32.73831357782653,24.168224778718056,2453.0,62.0,35.0,43.0,596.9410282601294,982.0,516.051804946484,266309.46538852394,-0.2366824195108973,-1.834724783497331,1.3154488914352358,0.41854954034729314,0.0,0.0,0.0013925774599931903,0.007303370786516854,0.007790262172284644,0.008610827374872319,0.0100374531835206,0.014794007490636705,0.05146407899216888,0.40844058563159685,0.06988423561457269,0.00024514811031664963,3.745318352059925e-05,7.831120190670753e-05,6.128702757916241e-05,8.171603677221655e-05,7.49063670411985e-05,0.00010895471569628873,0.0007320394960844399,0.0002826012938372489,1.7024174327545114e-05,6.809669731018046e-06,0.0,6.809669731018046e-06,0.0,0.0
38,I009_5,0.0,80.0,139.0,55.0,611600.0,39.40109936894008,68.4182399055612,26.464528232069338,2469.0,2.0,131.0,30.0,1219.122908763898,2055.0,1078.03577609705,1162161.1345451688,-0.22089544484777415,-1.9174601545988346,1.6179372061700943,0.4325032701111838,0.0,0.0,0.00022727272727272727,0.0010578809679529103,0.0011805101373446698,0.001514061478090255,0.0016677567037279267,0.0014241334205362982,0.001236102027468934,0.0011134728580771745,0.0010758665794637018,0.0010627861347285807,0.0009761281883584042,0.0011379986919555264,0.0011608894702419882,0.0013440156965336821,0.0018067364290385874,0.003719751471550033,0.014916612164813603,0.08608404185742315,0.2160922171353826,0.16174623937213864,0.05321288423806409,0.013739372138652714,0.0,0.0
